detect_id,lat,lon,confidence,matched_mmsi,match_confidence,time_gap_minutes,distance_meters,position_score,heading_score,size_score,speed_score,type_score,temporal_score,is_dark_ship,is_ambiguous
92,37.19827473855303,-76.09194330153272,0.6929816603660583,353693000,0.7497012850648233,0.0,17.832308097225642,0.9779562098820046,0.5,0.5475941040537591,0.8899998030126948,0.2,1.0,False,False
93,36.93616842023827,-75.97818975064108,0.6914536356925964,UNKNOWN,0.0,0.0,271.53121129828287,0.7121875323470442,0.04735892439114093,0.4670562095731425,0.40096403538595893,0.2,1.0,True,False
94,37.185720242728685,-76.175413845327,0.6829103231430054,538006801,0.737539929403529,0.5166666666666667,37.05333878798692,0.9553036361725601,0.5,0.5415932251948041,0.8795356826884895,0.2,0.982925232533901,False,False
95,37.22638138957885,-76.44069408507139,0.6731570959091187,UNKNOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
96,37.1401870723868,-76.14305706038675,0.6723925471305847,UNKNOWN,0.0,0.1,4005.60113976352,0.006775005253026251,0.8324906126116027,0.44182340283990207,0.316418501894586,0.2,0.9966722160545233,True,False
97,36.855130769640766,-75.75247217475909,0.6711151003837585,UNKNOWN,0.0,34.06666666666667,1292.1026878305192,0.4920537959379734,0.027172344871862545,0.4368509190743832,0.9915899340691657,0.2,0.32124360308220046,True,False
98,37.47398427329951,-76.17407705109622,0.6702012419700623,367371830,0.6632951972685729,37.4,1007.4101136700231,0.7182414780916031,0.7125616182039599,0.5545429606436428,0.5820461994675789,1.0,0.2874614063130629,False,False
99,37.04612910628517,-76.06258074008997,0.6681368350982666,UNKNOWN,0.0,0.0,7858.499370541366,5.418403700090965e-05,0.8703247258333905,0.7147759766194013,0.5798345752875285,1.0,1.0,True,False
100,37.18332198762292,-76.11171336499622,0.6678614020347595,538008752,0.7265821802839786,1.3166666666666667,56.18367383740451,0.9342683797711886,0.5,0.5425018484417339,0.8652144410726206,0.2,0.9570602915978856,False,False
101,36.04737163506854,-76.69561436009005,0.654956042766571,UNKNOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
102,35.9749761311116,-76.59106010499771,0.6539270281791687,UNKNOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
105,37.01548052596407,-76.04727728895902,0.637539267539978,UNKNOWN,0.0,0.0,9693.53045139756,5.466275527295853e-06,0.8703247258333905,0.8253244760664376,0.5876139637106861,1.0,1.0,True,False
106,37.00997596430748,-76.0951278784701,0.6246609687805176,UNKNOWN,0.0,0.0,6152.334038532327,0.0004571872341841425,0.8703247258333905,0.6656949120089771,0.5860364510664453,1.0,1.0,True,False
108,36.99780571550967,-76.35481091500719,0.6197851300239563,UNKNOWN,0.0,0.0,8623.38815746253,2.0827523582349788e-05,0.12873490358780423,0.0,0.4683679844807084,1.0,1.0,True,False
109,37.2674550001812,-76.03135477360874,0.6133446097373962,UNKNOWN,0.0,0.0,928.6158829789272,0.3132449352527754,0.5,0.0,0.8189534174690664,1.0,1.0,True,False
110,37.1293745899433,-75.91123138418688,0.6028470993041992,UNKNOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
